JapEF,Jap,2,B4,2,0,"Japanisch II – Schreib- und Leseübungen (Gruppe 4)"
JapEF,Jap,2,B5,3,0,"Japanisch II – Grammatik und leichte Textlektüre (Gruppe 2)"
JapEF,Jap,2,C1,1,3,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapEF,Jap,2,C5,3,0,"Japanisch II – Grammatik und leichte Textlektüre (Gruppe 3)"
JapEF,Jap,2,D1,1,4,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 4)"
JapEF,Jap,2,D2,1,3,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapEF,Jap,2,D3,5,0,"Einführung in die Geschichte Japans (wird auch im 1. Semester angeboten)"
JapEF,Jap,2,D4,6,0,"Einführung in die japanische Gesellschaft (wird auch im 1. Semester angeboten)"
JapEF,Jap,2,E2,1,4,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 4)"
JapEF,Jap,3,A1,1,0,"Japanisch III – Grammatik und Lektüre leichter Texte "
JapEF,Jap,3,A2,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapEF,Jap,3,A3,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapEF,Jap,3,A5,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapEF,Jap,3,B1,1,0,"Japanisch III – Grammatik und Lektüre leichter Texte "
JapEF,Jap,4,A1,1,1,"Japanisch IV – Grammatik und Lektüre leichter Texte (Gruppe 1)"
JapEF,Jap,4,A2,2,1,"Japanisch IV – Kanji- und Leseübungen (Gruppe 1)"
JapEF,Jap,4,A3,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapEF,Jap,4,A4,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapEF,Jap,4,A5,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapEF,Jap,4,B1,1,2,"Japanisch IV – Grammatik und Lektüre leichter Texte (Gruppe 2)"
JapEF,Jap,4,B2,2,2,"Japanisch IV – Kanji- und Leseübungen (Gruppe 2)"
JapEF,Jap,4,B3,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapEF,Jap,4,B4,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapEF,Jap,4,B5,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapEF,Jap,4,C2,2,3,"Japanisch IV – Kanji- und Leseübungen (Gruppe 3)"
JapEF,Jap,4,C4,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapEF,Jap,4,C5,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapEF,Jap,4,D3,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,1,A1,1,1,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,A2,1,1,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,A2,2,0,"Einführung in das wissenschaftliche Arbeiten"
JapKF,Jap,1,A3,1,1,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,A3,1,2,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,A4,3,0,"Japanisch I – Schreib- und Leseübungen"
JapKF,Jap,1,A4,3,0,"Japanisch I – Schreib- und Leseübungen"
JapKF,Jap,1,A5,4,0,"Japanisch I – Grammatik und leichte Textlektüre "
JapKF,Jap,1,B1,1,2,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,B2,1,2,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,B2,5,0,"Einführung in die japanische Kultur (Gruppe B)"
JapKF,Jap,1,B3,1,3,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,B3,1,4,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,B4,3,0,"Japanisch I – Schreib- und Leseübungen"
JapKF,Jap,1,B5,4,0,"Japanisch I – Grammatik und leichte Textlektüre "
JapKF,Jap,1,C1,1,3,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,C1,5,0,"Einführung in die japanische Kultur (Gruppe A)"
JapKF,Jap,1,C5,4,0,"Japanisch I – Grammatik und leichte Textlektüre "
JapKF,Jap,1,D1,1,4,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,D1,2,0,"Einführung in das wissenschaftliche Arbeiten"
JapKF,Jap,1,D2,1,3,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,D3,6,0,"Einführung in die japanische Gesellschaft"
JapKF,Jap,1,D4,3,0,"Japanisch I – Schreib- und Leseübungen"
JapKF,Jap,1,E2,1,4,"Japanisch I – Grammatik und Kommunikationsübungen"
JapKF,Jap,1,E2,6,0,"Einführung in die Geschichte Japans"
JapKF,Jap,2,A1,1,1,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,2,A2,1,1,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,2,A3,1,1,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,2,A3,1,2,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,2,A4,2,0,"Japanisch II – Schreib- und Leseübungen (Gruppe 1)"
JapKF,Jap,2,A4,2,0,"Japanisch II – Schreib- und Leseübungen (Gruppe 2)"
JapKF,Jap,2,A5,3,0,"Japanisch II – Grammatik und leichte Textlektüre (Gruppe 1)"
JapKF,Jap,2,B1,1,2,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,2,B1,4,0,"Einführung in die japanische Kultur – (wird auch im 1. Semester angeboten)"
